# Program:featureCounts v2.0.1; Command:"/home/kabil/.anaconda3/envs/binf/bin/featureCounts" "-p" "-a" "/mnt/h/data/refseq/NC_001133.9_genomic.gtf.gz" "-o" "feature_counts.txt" "/mnt/h/data/samfiles/SRR1302790.sam" "/mnt/h/data/samfiles/SRR1302792.sam" "-O" "-T" "12" "--tmpDir" "/mnt/h/tmp/" "-t" "exon" "-g" "gene_id" 
Geneid	Chr	Start	End	Strand	Length	/mnt/h/data/samfiles/SRR1302790.sam	/mnt/h/data/samfiles/SRR1302792.sam
YOL069W	NC_001147.6	198942	200297	+	1356	294	1754
YOL068C	NC_001147.6	200368	201879	-	1512	1005	4896
YOL067C	NC_001147.6	201985	202518	-	534	383	3117
YOL066C	NC_001147.6	202696	204471	-	1776	624	3001
YOL065C	NC_001147.6	204731	205885	-	1155	335	1265
YOL064C	NC_001147.6	206103	207176	-	1074	2178	3910
YOL063C	NC_001147.6	207392	210265	-	2874	832	3965
YOL062C	NC_001147.6	210520	211995	-	1476	2492	4951
YOL061W	NC_001147.6	212244	213734	+	1491	7465	20587
YOL060C	NC_001147.6	214017	216137	-	2121	390	1686
YOL059W	NC_001147.6	217126	218448	+	1323	1063	7733
YOL058W	NC_001147.6	219211	220473	+	1263	1021	2171
YOL057W	NC_001147.6	220767	222902	+	2136	1263	3865
YOL056W	NC_001147.6	223268	224179	+	912	658	1846
YOL055C	NC_001147.6	224420	226075	-	1656	367	1896
YNCO0004C	NC_001147.6	226611	226681	-	71	631	840
YNCO0005W	NC_001147.6	228331	228404	+	74	24	40
YOL054W	NC_001147.6	228614	229834	+	1221	396	3575
YOL053W	NC_001147.6	230085	231272	+	1188	376	1483
YOL052C-A	NC_001147.6	231570	231755	-	186	20	4477
YOL052C	NC_001147.6	232446	233636	-	1191	336	2764
YNCO0006W	NC_001147.6	234346	234546	+	201	14157	70101
YOL051W	NC_001147.6	234940	238185	+	3246	300	3102
YOL049W	NC_001147.6	238619	240094	+	1476	2641	5839
YOL048C	NC_001147.6;NC_001147.6	240204;241026	240947;241310	-;-	1029	167	760
YOL047C	NC_001147.6;NC_001147.6	241614;242505	242441;242747	-;-	1071	24	377
YOL045W	NC_001147.6	243497	246802	+	3306	1057	4204
YOL044W	NC_001147.6	247150	248301	+	1152	249	972
YOL043C	NC_001147.6	248392	249534	-	1143	122	1017
YOL042W	NC_001147.6	249825	250916	+	1092	361	1787
YOL041C	NC_001147.6	251267	252646	-	1380	616	3454
YOL040C	NC_001147.6	253149	253577	-	429	5060	16344
YOL039W	NC_001147.6	254297	254617	+	321	3106	22260
YOL038C-A	NC_001147.6	254926	255021	-	96	23	105
YOL038W	NC_001147.6	255337	256101	+	765	1367	9303
YOL036W	NC_001147.6	256745	259030	+	2286	407	2694
YNCO0007W	NC_001147.6	259489	259578	+	90	30640	45009
YOL034W	NC_001147.6	259923	263204	+	3282	534	1399
YOL033W	NC_001147.6	263475	265085	+	1611	700	1389
YOL032W	NC_001147.6	265429	266169	+	741	287	2125
YOL031C	NC_001147.6	266264	267529	-	1266	466	1344
YOL030W	NC_001147.6	268187	269641	+	1455	691	5215
YOL029C	NC_001147.6	269815	270420	-	606	89	822
YOL028C	NC_001147.6	270633	271370	-	738	101	1287
YOL027C	NC_001147.6	272003	273724	-	1722	480	3895
YOL026C	NC_001147.6	274012	274353	-	342	265	1025
YNCO0008W	NC_001147.6;NC_001147.6	274673;274729	274709;274773	+;+	82	753	2092
YOL025W	NC_001147.6	274957	276939	+	1983	103	629
YOL024W	NC_001147.6	277086	277604	+	519	6	41
YOL023W	NC_001147.6	278056	280086	+	2031	210	519
YOL022C	NC_001147.6	280272	281498	-	1227	2452	5997
YNCO0009W	NC_001147.6	282164	282234	+	71	568	725
YOL021C	NC_001147.6	282421	285426	-	3006	2816	15515
YOL020W	NC_001147.6	286172	287950	+	1779	3008	10923
YNCO0010W	NC_001147.6;NC_001147.6	288192;288245	288230;288280	+;+	75	495	377
YOL019W-A	NC_001147.6	288420	288572	+	153	1	8
YOL019W	NC_001147.6	288898	290553	+	1656	304	2046
YOL018C	NC_001147.6	290881	292074	-	1194	346	1898
YOL017W	NC_001147.6	292529	294673	+	2145	347	1360
YOL016C	NC_001147.6	294777	296120	-	1344	1071	15357
YOL015W	NC_001147.6	297078	298838	+	1761	34	390
YOL014W	NC_001147.6	299693	300067	+	375	225	1113
YOL013W-A	NC_001147.6	301047	301238	+	192	2819	2501
YNCO0011W	NC_001147.6;NC_001147.6	301097;301163	301132;301198	+;+	72	2773	2434
YOL013C	NC_001147.6	301380	303035	-	1656	204	660
YOL012C	NC_001147.6	303579	303983	-	405	336	1083
YOL011W	NC_001147.6	305349	307409	+	2061	876	26121
YOL010W	NC_001147.6	307938	309041	+	1104	884	3533
YOL009C	NC_001147.6	309324	310139	-	816	87	619
YOL008W	NC_001147.6	310312	310935	+	624	93	1111
YOL007C	NC_001147.6	311342	312367	-	1026	253	864
YOL006C	NC_001147.6	313078	315387	-	2310	1101	4657
YOL005C	NC_001147.6	315813	316175	-	363	297	2010
YOL004W	NC_001147.6	316938	321548	+	4611	2350	9793
YOL003C	NC_001147.6	321858	322994	-	1137	371	1026
YOL002C	NC_001147.6	323411	324364	-	954	773	2529
YOL001W	NC_001147.6	325249	326130	+	882	109	615
YOR001W	NC_001147.6	326832	329033	+	2202	1064	8305
YOR002W	NC_001147.6	329417	331051	+	1635	1295	5463
YOR003W	NC_001147.6	331455	332891	+	1437	74	520
YOR004W	NC_001147.6	333592	334356	+	765	897	4788
YOR005C	NC_001147.6	334509	337343	-	2835	212	1589
YOR006C	NC_001147.6	337680	338621	-	942	669	4259
YOR007C	NC_001147.6	338938	339978	-	1041	12857	27251
YNCO0012C	NC_001147.6	340299	340371	-	73	455	366
YOR008C	NC_001147.6	341278	342414	-	1137	1332	6457
YOR008C-A	NC_001147.6	342857	343081	-	225	13	60
YOR009W	NC_001147.6	344335	345798	+	1464	5	85
YOR010C	NC_001147.6	346195	346950	-	756	31	317
YOR011W	NC_001147.6	349679	353863	+	4185	497	1984
YNCO0013C	NC_001147.6	354041	354113	-	73	111	107
YOR011W-A	NC_001147.6	355652	355858	+	207	1	4
YOR012W	NC_001147.6	356543	356956	+	414	97	687
YOR014W	NC_001147.6	357674	359947	+	2274	598	2674
YOR015W	NC_001147.6	359993	360352	+	360	130	495
YOR016C	NC_001147.6	360461	361084	-	624	655	2714
YOR017W	NC_001147.6	361412	363814	+	2403	493	1734
YOR018W	NC_001147.6	364369	366882	+	2514	270	1075
YOR019W	NC_001147.6	368127	370319	+	2193	149	972
YOR020C	NC_001147.6	370524	370844	-	321	953	1681
YOR020W-A	NC_001147.6	371685	371957	+	273	83	799
YOR021C	NC_001147.6	372798	373439	-	642	1398	2923
YOR022C	NC_001147.6	373710	375857	-	2148	236	1544
YOR023C	NC_001147.6	376012	377712	-	1701	60	617
YOR025W	NC_001147.6	378219	379562	+	1344	530	2085
YOR026W	NC_001147.6	379781	380806	+	1026	538	1889
YOR027W	NC_001147.6	381053	382822	+	1770	1877	4258
YOR028C	NC_001147.6	383533	384420	-	888	28	384
YOR029W	NC_001147.6	384600	384935	+	336	7	10
YOR030W	NC_001147.6	386825	388684	+	1860	143	1146
YOR032C	NC_001147.6	389771	391075	-	1305	15	516
YOR032W-A	NC_001147.6	392176	392376	+	201	17	73
YOR033C	NC_001147.6	392416	394524	-	2109	807	3508
YOR034C	NC_001147.6	394837	397086	-	2250	1154	4399
YOR034C-A	NC_001147.6	397426	397668	-	243	43	263
YOR035C	NC_001147.6	397735	400104	-	2370	316	3267
YOR036W	NC_001147.6	400348	401214	+	867	322	1959
YOR037W	NC_001147.6	401555	402655	+	1101	361	1225
YOR038C	NC_001147.6	402761	405388	-	2628	754	2119
YOR039W	NC_001147.6	405768	406544	+	777	1130	4432
YOR040W	NC_001147.6	407064	407921	+	858	262	1413
YNCO0014C	NC_001147.6	407948	408134	-	187	53068	163177
YOR042W	NC_001147.6	408425	409660	+	1236	759	3391
YNCO0015C	NC_001147.6	409765	409864	-	100	4877	12049
YOR043W	NC_001147.6	410870	412330	+	1461	624	5864
YOR044W	NC_001147.6	413007	413480	+	474	101	771
YOR045W	NC_001147.6	413852	414037	+	186	509	1140
YOR046C	NC_001147.6	414459	415907	-	1449	2995	9084
YOR047C	NC_001147.6	416347	417681	-	1335	400	3330
YOR048C	NC_001147.6	418630	421650	-	3021	1695	8311
YOR049C	NC_001147.6	422668	423732	-	1065	146	917
YOR051C	NC_001147.6	424846	426084	-	1239	1638	7714
YOR052C	NC_001147.6	426772	427224	-	453	659	5449
YOR054C	NC_001147.6	427833	429857	-	2025	714	2157
YOR056C	NC_001147.6	430247	431626	-	1380	2388	10799
YOR057W	NC_001147.6	432186	433373	+	1188	478	1831
YOR058C	NC_001147.6	433688	436345	-	2658	173	1902
YNCO0016W	NC_001147.6;NC_001147.6	438643;438703	438679;438738	+;+	73	444	665
YOR059C	NC_001147.6	438906	440258	-	1353	585	3825
YOR060C	NC_001147.6	440390	441163	-	774	384	2189
YOR061W	NC_001147.6	441534	442553	+	1020	891	3846
YOR062C	NC_001147.6	442725	443531	-	807	154	963
YOR063W	NC_001147.6	444686	445849	+	1164	151649	344447
YOR064C	NC_001147.6	446079	446738	-	660	165	706
YOR065W	NC_001147.6	447439	448368	+	930	188	1924
YOR066W	NC_001147.6	449436	451325	+	1890	95	718
YOR067C	NC_001147.6	451729	453462	-	1734	718	2387
YOR069W	NC_001147.6	453768	455795	+	2028	1376	6183
YOR068C	NC_001147.6	453869	454213	-	345	268	1266
YOR070C	NC_001147.6	455907	457820	-	1914	194	1340
YOR071C	NC_001147.6	459480	461276	-	1797	331	2256
YOR072W	NC_001147.6	461502	461816	+	315	13	202
YNCO0017W	NC_001147.6;NC_001147.6	464450;464516	464485;464551	+;+	72	4997	4914
YOR072W-B	NC_001147.6	464469	464630	+	162	5004	4948
YOR073W	NC_001147.6	464771	466543	+	1773	275	771
YOR074C	NC_001147.6	466675	467589	-	915	94	489
YOR075W	NC_001147.6	468212	469252	+	1041	343	1691
YOR076C	NC_001147.6	469377	471620	-	2244	277	1145
YOR077W	NC_001147.6	471899	472597	+	699	96	894
YOR078W	NC_001147.6	472725	473369	+	645	747	6392
YOR079C	NC_001147.6	473475	474416	-	942	554	1766
YOR080W	NC_001147.6	474594	476792	+	2199	531	2173
YOR081C	NC_001147.6	476939	479188	-	2250	138	1090
YOR083W	NC_001147.6	479533	480420	+	888	355	888
YOR084W	NC_001147.6	480587	481750	+	1164	590	1312
YOR085W	NC_001147.6	482033	483085	+	1053	345	931
YOR086C	NC_001147.6	483219	486779	-	3561	3733	10701
YNCO0018W	NC_001147.6	487439	487512	+	74	42	41
YOR087W	NC_001147.6	487707	489734	+	2028	1127	3097
YOR089C	NC_001147.6	490196	490828	-	633	1085	4394
YOR090C	NC_001147.6	491123	492841	-	1719	888	2510
YOR091W	NC_001147.6	493433	494470	+	1038	1447	9459
YOR092W	NC_001147.6	495127	496968	+	1842	221	2558
YOR093C	NC_001147.6	497506	502452	-	4947	1805	3332
YOR094W	NC_001147.6	502795	503346	+	552	301	2254
YOR095C	NC_001147.6	503552	504328	-	777	2328	4360
YOR096W	NC_001147.6;NC_001147.6	505794;506339	505937;506767	+;+	573	52180	75780
YOR097C	NC_001147.6	506978	507505	-	528	262	709
YOR098C	NC_001147.6	507948	511178	-	3231	1486	6848
YOR099W	NC_001147.6	511825	513006	+	1182	4895	10849
YOR100C	NC_001147.6	513295	514278	-	984	16	315
YOR101W	NC_001147.6	515244	516173	+	930	690	2904
YOR103C	NC_001147.6	516449	516841	-	393	1210	3395
YOR104W	NC_001147.6	517642	518490	+	849	289	2138
YOR105W	NC_001147.6	518195	518521	+	327	96	741
YOR106W	NC_001147.6	519121	519972	+	852	191	1250
YOR107W	NC_001147.6	521353	522282	+	930	110	11405
YOR108W	NC_001147.6	523027	524841	+	1815	1437	5777
YOR109W	NC_001147.6	525278	528601	+	3324	1951	6546
YOR110W	NC_001147.6	528941	530248	+	1308	309	1336
YOR111W	NC_001147.6	530429	531127	+	699	214	632
YOR112W	NC_001147.6	531508	533793	+	2286	397	2511
YOR113W	NC_001147.6	534075	536819	+	2745	122	1324
YOR114W	NC_001147.6	537570	538454	+	885	41	333
YOR115C	NC_001147.6	538659	539465	-	807	1508	4336
YOR116C	NC_001147.6	539763	544145	-	4383	2171	9389
YOR117W	NC_001147.6	545029	546333	+	1305	3498	8853
YOR118W	NC_001147.6	546857	548560	+	1704	1378	4027
YOR119C	NC_001147.6	548792	550246	-	1455	475	3778
YOR120W	NC_001147.6	551114	552052	+	939	199	2211
YOR122C	NC_001147.6;NC_001147.6	552298;552875	552665;552887	-;-	381	5837	15180
YOR123C	NC_001147.6	553176	554570	-	1395	380	2352
YOR124C	NC_001147.6	554824	558642	-	3819	1754	5080
YOR125C	NC_001147.6	559030	559731	-	702	666	793
YOR126C	NC_001147.6	559961	560677	-	717	294	1300
YOR127W	NC_001147.6	561170	564193	+	3024	492	3913
YOR128C	NC_001147.6	564476	566191	-	1716	1707	7779
YOR129C	NC_001147.6	566877	569558	-	2682	138	1187
YOR130C	NC_001147.6	569929	570807	-	879	512	1403
YNCO0019W	NC_001147.6	571958	572029	+	72	2304	5485
YOR131C	NC_001147.6	572182	572838	-	657	824	2443
YOR132W	NC_001147.6	573175	574830	+	1656	275	1749
YOR133W	NC_001147.6	575098	577626	+	2529	36052	152480
YOR134W	NC_001147.6	578564	579793	+	1230	26	2634
YOR136W	NC_001147.6	580250	581359	+	1110	1547	5246
YOR137C	NC_001147.6	581813	583681	-	1869	169	1123
YOR138C	NC_001147.6	584309	586324	-	2016	1372	5484
YOR140W	NC_001147.6	586981	589281	+	2301	124	684
YOR141C	NC_001147.6	589942	592587	-	2646	620	3475
YOR142W	NC_001147.6	593057	594046	+	990	336	2647
YNCO0020C	NC_001147.6	594354	594425	-	72	2663	9562
YOR142W-B	NC_001147.6	595112	600380	+	5269	12637	14142
YOR142W-A	NC_001147.6	595112	596434	+	1323	1992	4405
YOR143C	NC_001147.6	601383	602342	-	960	233	1187
YOR144C	NC_001147.6	602717	605092	-	2376	172	862
YOR145C	NC_001147.6	605347	606171	-	825	822	9542
YOR147W	NC_001147.6	606607	608475	+	1869	828	3515
YOR148C	NC_001147.6	608640	609197	-	558	266	1163
YOR149C	NC_001147.6	609838	611388	-	1551	351	1295
YOR150W	NC_001147.6	611999	612490	+	492	127	586
YOR151C	NC_001147.6	612997	616671	-	3675	6278	15953
YOR152C	NC_001147.6	617518	618288	-	771	119	576
YOR153W	NC_001147.6	619840	624375	+	4536	47796	54859
YOR154W	NC_001147.6	624729	626492	+	1764	451	2783
YOR155C	NC_001147.6	626628	627980	-	1353	1234	3617
YOR156C	NC_001147.6	628360	630540	-	2181	105	770
YOR157C	NC_001147.6	630966	631751	-	786	1733	8122
YOR158W	NC_001147.6	632164	633120	+	957	520	843
YOR159C	NC_001147.6	633282	633566	-	285	587	1297
YOR160W	NC_001147.6	633839	636757	+	2919	295	1601
YOR161C	NC_001147.6	636939	638558	-	1620	436	14878
YOR161C-C	NC_001147.6	639121	639267	-	147	5	109
YOR162C	NC_001147.6	639560	641992	-	2433	234	2078
YOR163W	NC_001147.6	642741	643307	+	567	192	952
YOR164C	NC_001147.6	643394	644332	-	939	1173	3426
YOR165W	NC_001147.6	644566	646896	+	2331	1192	3836
YOR166C	NC_001147.6	647126	648502	-	1377	407	1568
YOR167C	NC_001147.6	648804	649007	-	204	10595	39672
YOR168W	NC_001147.6	649303	651732	+	2430	13808	19393
YOR171C	NC_001147.6	652010	653884	-	1875	991	4734
YOR172W	NC_001147.6	654210	656570	+	2361	770	2545
YOR173W	NC_001147.6	657264	658325	+	1062	99	2635
YOR174W	NC_001147.6	658747	659601	+	855	792	3150
YOR175C	NC_001147.6	659815	661674	-	1860	2649	3921
YOR176W	NC_001147.6	662401	663582	+	1182	661	2279
YNCO0021C	NC_001147.6	663812	663885	-	74	880	408
YOR177C	NC_001147.6	665785	667179	-	1395	6	156
YOR178C	NC_001147.6	667860	670241	-	2382	142	1114
YOR179C	NC_001147.6	671845	672411	-	567	57	1047
YOR180C	NC_001147.6	674352	675167	-	816	98	1372
YOR181W	NC_001147.6	675939	677840	+	1902	142	360
YOR182C	NC_001147.6;NC_001147.6	678191;678791	678379;678793	-;-	192	3003	12401
YOR183W	NC_001147.6	678872	679261	+	390	17	21
YOR184W	NC_001147.6	679357	680544	+	1188	7390	10059
YNCO0022C	NC_001147.6	680685	680866	-	182	19511	47878
YOR185C	NC_001147.6	681444	682106	-	663	143	2200
YOR186W	NC_001147.6	683111	683545	+	435	12	95
YOR187W	NC_001147.6	684030	685343	+	1314	5823	8093
YOR188W	NC_001147.6	685767	689180	+	3414	392	2193
YOR189W	NC_001147.6	689624	689974	+	351	417	2130
YOR190W	NC_001147.6	690695	692032	+	1338	88	354
YOR191W	NC_001147.6	692475	697334	+	4860	1261	7086
YOR192C	NC_001147.6	698768	700567	-	1800	78	731
YOR192C-C	NC_001147.6	703988	704224	-	237	133	111
YOR192C-B	NC_001147.6	704419	709732	-	5314	4884	5467
YOR192C-A	NC_001147.6	708416	709732	-	1317	481	1345
YNCO0023W	NC_001147.6	710201	710272	+	72	246	107
YOR193W	NC_001147.6	710446	711576	+	1131	196	541
YOR194C	NC_001147.6	711683	712543	-	861	621	3262
YOR195W	NC_001147.6	712866	715331	+	2466	901	2555
YOR196C	NC_001147.6	715593	716837	-	1245	699	3655
YOR197W	NC_001147.6	717086	718384	+	1299	770	4543
YOR198C	NC_001147.6	718653	720065	-	1413	1533	3957
YOR201C	NC_001147.6	720470	721708	-	1239	1376	4978
YOR202W	NC_001147.6	721946	722608	+	663	125	1886
YOR204W	NC_001147.6	722911	724725	+	1815	11002	68176
YOR205C	NC_001147.6	725564	727234	-	1671	258	1469
YOR206W	NC_001147.6	727512	729644	+	2133	2107	9194
YOR207C	NC_001147.6	730008	733457	-	3450	2838	16547
YOR208W	NC_001147.6	733925	736177	+	2253	101	1019
YOR209C	NC_001147.6	736437	737726	-	1290	1526	10150
YOR210W	NC_001147.6	738320	738532	+	213	219	1883
YOR211C	NC_001147.6	738924	741569	-	2646	766	2390
YOR212W	NC_001147.6	742910	744181	+	1272	2299	7494
YOR213C	NC_001147.6	744535	745281	-	747	599	2377
YOR214C	NC_001147.6	745593	746303	-	711	3	29
YOR215C	NC_001147.6	746725	747282	-	558	316	1766
YOR216C	NC_001147.6	747525	748979	-	1455	245	1193
YOR217W	NC_001147.6	749301	751886	+	2586	2962	8526
YOR219C	NC_001147.6	752214	755009	-	2796	406	3130
YOR220W	NC_001147.6	755328	756125	+	798	225	4275
YOR221C	NC_001147.6	756476	757558	-	1083	75	513
YOR222W	NC_001147.6	758330	759253	+	924	1038	5932
YNCO0024C	NC_001147.6	759326	759529	-	204	81898	331750
YOR223W	NC_001147.6	759782	760660	+	879	156	873
YOR224C	NC_001147.6	760825	761265	-	441	1091	3468
YOR226C	NC_001147.6	761614	762084	-	471	500	7360
YOR227W	NC_001147.6	762825	766565	+	3741	270	1396
YOR228C	NC_001147.6	766869	767777	-	909	112	724
YOR229W	NC_001147.6	768409	769812	+	1404	1071	4726
YOR230W	NC_001147.6	770800	772113	+	1314	3871	18555
YOR231W	NC_001147.6	772601	774127	+	1527	492	1677
YOR232W	NC_001147.6	774573	775259	+	687	1915	4432
YOR233W	NC_001147.6	775846	778248	+	2403	859	4173
YOR234C	NC_001147.6;NC_001147.6	778555;779387	778859;779405	-;-	324	10514	16112
YOR235W	NC_001147.6	779870	780184	+	315	96	215
YNCO0025W	NC_001147.6	780107	780596	+	490	200816	368184
YOR236W	NC_001147.6	780906	781541	+	636	64	280
YOR237W	NC_001147.6	781994	783298	+	1305	100	134
YOR238W	NC_001147.6	783677	784588	+	912	143	1467
YOR239W	NC_001147.6	784857	786744	+	1888	741	6067
YOR241W	NC_001147.6	786995	788641	+	1647	1605	7412
YOR242C	NC_001147.6	788742	789857	-	1116	84	383
YOR243C	NC_001147.6	790211	792241	-	2031	3622	10774
YOR244W	NC_001147.6	792531	793868	+	1338	776	2840
YOR245C	NC_001147.6	794076	795332	-	1257	577	1924
YOR246C	NC_001147.6	795801	796793	-	993	4504	11836
YOR247W	NC_001147.6	797676	798308	+	633	388	3771
YOR249C	NC_001147.6	798674	800731	-	2058	432	1313
YOR250C	NC_001147.6	800970	802307	-	1338	434	3202
YOR251C	NC_001147.6	802550	803464	-	915	1197	7653
YOR252W	NC_001147.6	803667	804203	+	537	194	1453
YOR253W	NC_001147.6	804377	804907	+	531	1829	4845
YOR254C	NC_001147.6	805032	807023	-	1992	7259	12484
YOR255W	NC_001147.6	807271	808107	+	837	2	19
YOR256C	NC_001147.6	808254	810683	-	2430	829	3410
YOR257W	NC_001147.6	811008	811493	+	486	175	1064
YOR258W	NC_001147.6	811671	812324	+	654	151	713
YOR259C	NC_001147.6	812395	813708	-	1314	3574	9835
YOR260W	NC_001147.6	813984	815720	+	1737	884	3852
YOR261C	NC_001147.6	815915	816931	-	1017	6193	16755
YOR262W	NC_001147.6	817292	818335	+	1044	853	2981
YOR264W	NC_001147.6	818866	820158	+	1293	333	3442
YOR265W	NC_001147.6	820454	820774	+	321	296	1700
YOR266W	NC_001147.6	821023	822294	+	1272	357	1328
YOR267C	NC_001147.6	822588	824867	-	2280	151	5319
YOR268C	NC_001147.6	825534	825932	-	399	9	128
YOR269W	NC_001147.6	826385	827869	+	1485	278	1524
YOR270C	NC_001147.6	828052	830574	-	2523	9371	44374
YOR271C	NC_001147.6	831059	832042	-	984	1734	9398
YNCO0026W	NC_001147.6	832332	832521	+	190	82615	33322
YOR272W	NC_001147.6	832813	834195	+	1383	2191	9383
YOR273C	NC_001147.6	834452	836431	-	1980	195	3045
YOR274W	NC_001147.6	837674	838960	+	1287	284	1945
YOR275C	NC_001147.6	839084	841069	-	1986	375	1760
YOR276W	NC_001147.6	841333	841818	+	486	2002	6201
YNCO0027C	NC_001147.6	841958	842182	-	225	16056	69009
YNCO0028W	NC_001147.6	842403	842606	+	204	21489	37943
YOR278W	NC_001147.6	842817	843644	+	828	257	1471
YOR279C	NC_001147.6	843698	844630	-	933	163	656
YOR280C	NC_001147.6	844992	845792	-	801	291	1416
YOR281C	NC_001147.6	846269	847129	-	861	641	2508
YOR283W	NC_001147.6	847453	848145	+	693	1377	4095
YOR284W	NC_001147.6	848478	849209	+	732	98	738
YOR285W	NC_001147.6	849635	850054	+	420	2865	8687
YOR286W	NC_001147.6	850280	850729	+	450	180	1802
YOR287C	NC_001147.6	850937	851839	-	903	305	1363
YOR288C	NC_001147.6	852121	853077	-	957	150	552
YOR289W	NC_001147.6	853357	854112	+	756	261	2101
YNCO0029C	NC_001147.6	854187	854259	-	73	2703	18240
YOR290C	NC_001147.6	855147	860258	-	5112	872	4559
YOR291W	NC_001147.6	861175	865593	+	4419	1230	6853
YOR292C	NC_001147.6	865653	866582	-	930	149	432
YOR293W	NC_001147.6;NC_001147.6	867098;867587	867149;867852	+;+	318	8824	29560
YOR293C-A	NC_001147.6	867998	868147	-	150	27	140
YOR294W	NC_001147.6	868340	868951	+	612	1139	5834
YOR295W	NC_001147.6	869208	869894	+	687	133	365
YOR296W	NC_001147.6	870202	874071	+	3870	725	2413
YOR297C	NC_001147.6	874743	875321	-	579	112	754
YOR298W	NC_001147.6	875599	877038	+	1440	303	2205
YOR298C-A	NC_001147.6	877230	877685	-	456	4034	17974
YOR299W	NC_001147.6	878435	880675	+	2241	845	3279
YOR301W	NC_001147.6	880965	882272	+	1308	416	2708
YOR302W	NC_001147.6	882765	882842	+	78	24	268
YOR303W	NC_001147.6	882899	884134	+	1236	374	5604
YOR304W	NC_001147.6	884514	887876	+	3363	1287	6435
YOR304C-A	NC_001147.6	888520	888750	-	231	16	212
YOR305W	NC_001147.6	889022	889750	+	729	185	593
YOR306C	NC_001147.6	889867	891432	-	1566	478	2141
YOR307C	NC_001147.6	892731	894092	-	1362	523	2242
YOR308C	NC_001147.6	894624	896387	-	1764	190	1941
YOR310C	NC_001147.6	896825	898360	-	1536	2375	12254
YOR311C	NC_001147.6	899056	899928	-	873	687	3184
YOR312C	NC_001147.6;NC_001147.6	900250;901194	900767;901194	-;-	519	9300	35738
YOR313C	NC_001147.6	901858	902874	-	1017	88	57
YOR314W	NC_001147.6	903043	903372	+	330	15	6
YOR315W	NC_001147.6	904760	905800	+	1041	844	1363
YOR316C	NC_001147.6	906236	907555	-	1320	1427	4987
YOR316C-A	NC_001147.6	907726	907935	-	210	17	45
YOR317W	NC_001147.6	909343	911445	+	2103	3379	22163
YOR319W	NC_001147.6	912822	913463	+	642	331	1164
YOR320C	NC_001147.6	913619	915094	-	1476	1755	2647
YOR321W	NC_001147.6	916030	918291	+	2262	2248	4741
YOR322C	NC_001147.6	918606	921062	-	2457	331	2727
YOR323C	NC_001147.6	921535	922905	-	1371	3217	9793
YOR324C	NC_001147.6	923232	925040	-	1809	757	1829
YOR326W	NC_001147.6	925721	930445	+	4725	8662	14912
YOR327C	NC_001147.6	930734	931081	-	348	325	2114
YOR328W	NC_001147.6	931803	936497	+	4695	757	6088
YOR329C	NC_001147.6	936731	939349	-	2619	319	1556
YOR330C	NC_001147.6	939621	943385	-	3765	1320	5087
YOR332W	NC_001147.6	943656	944357	+	702	2216	9361
YOR334W	NC_001147.6	944596	946008	+	1413	203	891
YOR335C	NC_001147.6	946233	949109	-	2877	13146	28425
YOR336W	NC_001147.6	949773	953870	+	4098	1686	4745
YOR337W	NC_001147.6	954344	956623	+	2280	275	3206
YOR338W	NC_001147.6	956898	957989	+	1092	53	3790
YOR339C	NC_001147.6	958362	958832	-	471	16	132
YOR340C	NC_001147.6	959202	960182	-	981	2720	10969
YOR341W	NC_001147.6	960987	965981	+	4995	17125	55763
YOR342C	NC_001147.6	966666	967625	-	960	123	2048
YOR343C	NC_001147.6	968148	968474	-	327	3	56
YOR343W-B	NC_001147.6	970578	975891	+	5314	4842	5464
YOR343W-A	NC_001147.6	970578	971894	+	1317	400	1279
YNCO0030W	NC_001147.6	976421	976493	+	73	29	123
YOR344C	NC_001147.6	977194	978069	-	876	188	6466
YNCO0031W	NC_001147.6;NC_001147.6	980683;980752	980718;980787	+;+	72	2698	2481
YOR346W	NC_001147.6	981828	984785	+	2958	1623	5241
YOR347C	NC_001147.6	984942	986462	-	1521	347	2395
YOR348C	NC_001147.6	986899	988782	-	1884	49	1042
YOR349W	NC_001147.6	989789	992833	+	3045	317	1627
YOR350C	NC_001147.6	992864	994855	-	1992	338	1851
YOR351C	NC_001147.6	995018	996511	-	1494	19	146
YOR352W	NC_001147.6	997213	998244	+	1032	205	736
YOR353C	NC_001147.6	998453	1000828	-	2376	854	3158
YOR354C	NC_001147.6	1001147	1003225	-	2079	438	1410
YOR355W	NC_001147.6	1005137	1006705	+	1569	674	4296
YOR356W	NC_001147.6	1007221	1009116	+	1896	1016	6422
YOR357C	NC_001147.6	1009224	1009712	-	489	925	2417
YOR358W	NC_001147.6	1010161	1010889	+	729	95	821
YOR359W	NC_001147.6	1011189	1012760	+	1572	133	750
YOR360C	NC_001147.6	1013241	1014821	-	1581	1897	6897
YOR361C	NC_001147.6	1015361	1017652	-	2292	3741	30454
YOR362C	NC_001147.6	1017880	1018746	-	867	3978	13912
YOR363C	NC_001147.6	1020222	1023212	-	2991	206	1784
YOR365C	NC_001147.6	1023461	1025572	-	2112	78	368
YOR367W	NC_001147.6	1026007	1026609	+	603	137	501
YOR368W	NC_001147.6	1026843	1028048	+	1206	414	5250
YOR369C	NC_001147.6	1028194	1028625	-	432	100550	242780
YOR370C	NC_001147.6	1029183	1030994	-	1812	3225	17254
