# Program:featureCounts v2.0.2; Command:"c:/bmes/featurecounts.w64.exe" "-a" "C:\Users\GavinGao\AppData\Local\Temp\bmes\GCF_000146045.2_R64_genomic.gffGCF_000146045.2_R64045146000GCFallgenomesftp.ncbi.nlm.nih.gov" "-o" "mutation.txt" "C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302792_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam" "-O" "--tmpDir" "C:/Users/GavinGao/AppData/Local/Temp/bmes" "-T" "32" "-t" "exon" "-g" "locus_tag" 
Geneid	Chr	Start	End	Strand	Length	C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302792_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam
YNR017W	NC_001146.8	662913	663581	+	669	8
YNR018W	NC_001146.8	664270	664944	+	675	16
YNR019W	NC_001146.8	665339	667267	+	1929	34
YNR020C	NC_001146.8	667410	668222	-	813	4
YNR021W	NC_001146.8	668377	669591	+	1215	20
YNR022C	NC_001146.8	669774	670193	-	420	8
YNR023W	NC_001146.8	670418	672118	+	1701	5
YNR024W	NC_001146.8	672409	672969	+	561	1
YNR026C	NC_001146.8	673274	674689	-	1416	13
YNR027W	NC_001146.8	674923	675876	+	954	11
YNR028W	NC_001146.8	676177	677103	+	927	3
YNR029C	NC_001146.8	677199	678488	-	1290	14
YNR030W	NC_001146.8	678799	680454	+	1656	5
YNR031C	NC_001146.8	680694	685433	-	4740	16
YNR032W	NC_001146.8	686010	687116	+	1107	13
YNR032C-A	NC_001146.8	687243	687464	-	222	1
YNR033W	NC_001146.8	687635	689998	+	2364	16
YNR034W	NC_001146.8	690321	691286	+	966	2
YNR034W-A	NC_001146.8	692561	692857	+	297	2
YNR035C	NC_001146.8	693019	694047	-	1029	23
YNR036C	NC_001146.8	694361	694822	-	462	18
YNR037C	NC_001146.8	695052	695327	-	276	2
YNR038W	NC_001146.8	695595	697484	+	1890	19
YNR039C	NC_001146.8	697614	699431	-	1818	2
YNR040W	NC_001146.8	699690	700460	+	771	4
YNR041C	NC_001146.8	700541	701659	-	1119	6
YNR043W	NC_001146.8	701895	703085	+	1191	31
YNR044W	NC_001146.8	703699	705876	+	2178	1
YNR045W	NC_001146.8	706139	707608	+	1470	4
YNR046W	NC_001146.8	707788	708195	+	408	11
YNR047W	NC_001146.8	708523	711204	+	2682	16
YNR048W	NC_001146.8	711630	712811	+	1182	5
YNR049C	NC_001146.8	713023	713655	-	633	7
YNR050C	NC_001146.8	714048	715388	-	1341	18
YNCN0018W	NC_001146.8	716120	716284	+	165	23
YNR051C	NC_001146.8	716780	718327	-	1548	14
YNR052C	NC_001146.8	719346	720647	-	1302	9
YNR053C	NC_001146.8;NC_001146.8	721120;722303	721770;723112	-;-	1461	115
YNCN0019C	NC_001146.8	721938	722211	-	274	140
YNR054C	NC_001146.8	723356	724306	-	951	7
YNCN0020C	NC_001146.8	726134	726217	-	84	2
YNR055C	NC_001146.8	728426	730186	-	1761	37
YNR056C	NC_001146.8	731618	733303	-	1686	3
YNR057C	NC_001146.8	733356	734069	-	714	0
YNR058W	NC_001146.8	734291	735733	+	1443	4
YNR059W	NC_001146.8	736803	738545	+	1743	4
YNR060W	NC_001146.8	739951	742110	+	2160	4
YNR061C	NC_001146.8	742881	743540	-	660	1
YNR062C	NC_001146.8	744360	745343	-	984	0
YNR063W	NC_001146.8	746943	748766	+	1824	4
YNR064C	NC_001146.8	749136	750008	-	873	0
YNR065C	NC_001146.8	750350	753700	-	3351	8
YNR066C	NC_001146.8	753725	755035	-	1311	4
YNR067C	NC_001146.8	755746	759099	-	3354	54
YNR068C	NC_001146.8	760067	760885	-	819	0
YNR069C	NC_001146.8	761123	762592	-	1470	0
YNR070W	NC_001146.8	765375	769376	+	4002	2
YNR071C	NC_001146.8	770440	771468	-	1029	2
YNR072W	NC_001146.8	772657	774351	+	1695	0
YNR073C	NC_001146.8	774792	776300	-	1509	2
YNR074C	NC_001146.8	777602	778738	-	1137	4
YNR075W	NC_001146.8	779916	781040	+	1125	6
YNR075C-A	NC_001146.8	781511	781603	-	93	0
YNR076W	NC_001146.8	781918	782280	+	363	0
YNR077C	NC_001146.8	783287	783541	-	255	0
YOL166W-A	NC_001147.6	585	740	+	156	0
YOL165C	NC_001147.6	1647	2078	-	432	0
YOL164W-A	NC_001147.6	4130	4312	+	183	0
YOL164W	NC_001147.6	6175	8115	+	1941	9
YOL163W	NC_001147.6	9597	10106	+	510	0
YOL162W	NC_001147.6	10119	10766	+	648	0
YOL161C	NC_001147.6	11549	11911	-	363	0
YOL160W	NC_001147.6	14313	14654	+	342	0
YOL159C-A	NC_001147.6	15233	15505	-	273	2
YOL159C	NC_001147.6	17281	17796	-	516	2
YOL158C	NC_001147.6	19491	21311	-	1821	15
YOL157C	NC_001147.6	22525	24294	-	1770	1
YOL156W	NC_001147.6	25273	26976	+	1704	6
YOL155W-A	NC_001147.6	27084	27218	+	135	1
YOL155C	NC_001147.6	28703	31606	-	2904	76
YOL154W	NC_001147.6	34658	35407	+	750	4
YOL152W	NC_001147.6	40748	42610	+	1863	6
YOL151W	NC_001147.6	43694	44722	+	1029	17
YOL149W	NC_001147.6	44938	45633	+	696	10
YOL148C	NC_001147.6	45760	47574	-	1815	4
YOL147C	NC_001147.6	47933	48643	-	711	2
YOL146W	NC_001147.6	48864	49448	+	585	6
YOL145C	NC_001147.6	49555	52788	-	3234	27
YOL144W	NC_001147.6	53098	54552	+	1455	8
YOL143C	NC_001147.6	54595	55104	-	510	13
YOL142W	NC_001147.6	55558	56280	+	723	1
YOL141W	NC_001147.6	56452	58539	+	2088	9
YOL140W	NC_001147.6	58759	60030	+	1272	10
YOL139C	NC_001147.6	60383	61024	-	642	60
YOL138C	NC_001147.6	61325	65350	-	4026	11
YOL137W	NC_001147.6	65621	67114	+	1494	1
YOL136C	NC_001147.6	67561	68754	-	1194	14
YOL135C	NC_001147.6	69376	70044	-	669	4
YOL133W	NC_001147.6	70325	70690	+	366	12
YOL132W	NC_001147.6	71300	72715	+	1416	1
YOL131W	NC_001147.6	73031	73357	+	327	0
YOL130W	NC_001147.6	74400	76979	+	2580	26
YOL129W	NC_001147.6	77560	78114	+	555	16
YOL128C	NC_001147.6	78352	79479	-	1128	5
YOL127W	NC_001147.6;NC_001147.6	80348;80775	80360;81190	+;+	429	104
YOL126C	NC_001147.6	81787	82920	-	1134	8
YOL125W	NC_001147.6	83834	85264	+	1431	27
YOL124C	NC_001147.6	85456	86757	-	1302	9
YOL123W	NC_001147.6	87844	89448	+	1605	29
YOL122C	NC_001147.6	89692	91419	-	1728	23
YOL121C	NC_001147.6;NC_001147.6	92026;92831	92440;92850	-;-	435	136
YOL120C	NC_001147.6;NC_001147.6	93395;94291	93843;94402	-;-	561	208
YOL119C	NC_001147.6	94856	96361	-	1506	13
YOL118C	NC_001147.6	96608	96916	-	309	1
YOL117W	NC_001147.6	97551	99488	+	1938	8
YOL116W	NC_001147.6	99809	100957	+	1149	3
YOL115W	NC_001147.6	101475	103229	+	1755	18
YOL114C	NC_001147.6	103317	103925	-	609	1
YOL113W	NC_001147.6	104326	106293	+	1968	11
YOL112W	NC_001147.6	106710	108188	+	1479	10
YOL111C	NC_001147.6	108258	108896	-	639	9
YOL110W	NC_001147.6	109176	109889	+	714	1
YOL109W	NC_001147.6	110297	110638	+	342	193
YNCO0001C	NC_001147.6	110962	111033	-	72	37
YOL108C	NC_001147.6	111431	111886	-	456	3
YOL107W	NC_001147.6	112102	113130	+	1029	0
YNCO0002W	NC_001147.6	113802	113874	+	73	1
YOL105C	NC_001147.6	114138	115808	-	1671	1
YOL104C	NC_001147.6	116396	117454	-	1059	4
YOL103W-B	NC_001147.6	118000	123268	+	5269	49
YOL103W-A	NC_001147.6	118000	119322	+	1323	26
YOL103W	NC_001147.6	124001	125830	+	1830	26
YOL102C	NC_001147.6	125997	126689	-	693	2
YOL101C	NC_001147.6	126982	127920	-	939	4
YOL100W	NC_001147.6	129237	132482	+	3246	5
YOL098C	NC_001147.6	132725	135838	-	3114	28
YNCO0003C	NC_001147.6	136088	136183	-	96	76
YOL097W-A	NC_001147.6	136220	136405	+	186	0
YOL097C	NC_001147.6	136527	137825	-	1299	27
YOL096C	NC_001147.6	138107	139045	-	939	0
YOL095C	NC_001147.6	139227	141347	-	2121	0
YOL094C	NC_001147.6	141584	142555	-	972	3
YOL093W	NC_001147.6	142815	143696	+	882	9
YOL092W	NC_001147.6	144204	145130	+	927	21
YOL091W	NC_001147.6	145334	147163	+	1830	0
YOL090W	NC_001147.6	147382	150276	+	2895	16
YOL089C	NC_001147.6	150398	153490	-	3093	8
YOL088C	NC_001147.6	153912	154745	-	834	2
YOL087C	NC_001147.6	155287	158637	-	3351	7
YOL086W-A	NC_001147.6	159173	159445	+	273	5
YOL086C	NC_001147.6	159548	160594	-	1047	576
YOL085C	NC_001147.6	161673	162014	-	342	0
YOL084W	NC_001147.6	162356	165331	+	2976	9
YOL083W	NC_001147.6	165714	166952	+	1239	1
YOL082W	NC_001147.6	168727	169974	+	1248	2
YOL081W	NC_001147.6	171070	180309	+	9240	42
YOL080C	NC_001147.6	180558	181427	-	870	3
YOL078W	NC_001147.6	181682	185212	+	3531	16
YOL077W-A	NC_001147.6	185438	185644	+	207	4
YOL077C	NC_001147.6	185848	186723	-	876	6
YOL076W	NC_001147.6	187024	189414	+	2391	10
YOL075C	NC_001147.6	189658	193542	-	3885	5
YOL073C	NC_001147.6	193832	194800	-	969	13
YOL072W	NC_001147.6	194970	196337	+	1368	8
YOL071W	NC_001147.6	196507	196995	+	489	0
YOL070C	NC_001147.6	197220	198725	-	1506	17
YOL069W	NC_001147.6	198942	200297	+	1356	7
YOL068C	NC_001147.6	200368	201879	-	1512	11
YOL067C	NC_001147.6	201985	202518	-	534	12
YOL066C	NC_001147.6	202696	204471	-	1776	8
YOL065C	NC_001147.6	204731	205885	-	1155	4
YOL064C	NC_001147.6	206103	207176	-	1074	22
YOL063C	NC_001147.6	207392	210265	-	2874	14
YOL062C	NC_001147.6	210520	211995	-	1476	14
YOL061W	NC_001147.6	212244	213734	+	1491	84
YOL060C	NC_001147.6	214017	216137	-	2121	6
YOL059W	NC_001147.6	217126	218448	+	1323	31
YOL058W	NC_001147.6	219211	220473	+	1263	7
YOL057W	NC_001147.6	220767	222902	+	2136	21
YOL056W	NC_001147.6	223268	224179	+	912	8
YOL055C	NC_001147.6	224420	226075	-	1656	4
YNCO0004C	NC_001147.6	226611	226681	-	71	1
YNCO0005W	NC_001147.6	228331	228404	+	74	0
YOL054W	NC_001147.6	228614	229834	+	1221	13
YOL053W	NC_001147.6	230085	231272	+	1188	6
YOL052C-A	NC_001147.6	231570	231755	-	186	14
YOL052C	NC_001147.6	232446	233636	-	1191	3
YNCO0006W	NC_001147.6	234346	234546	+	201	200
YOL051W	NC_001147.6	234940	238185	+	3246	9
YOL049W	NC_001147.6	238619	240094	+	1476	24
YOL048C	NC_001147.6;NC_001147.6	240204;241026	240947;241310	-;-	1029	0
YOL047C	NC_001147.6;NC_001147.6	241614;242505	242441;242747	-;-	1071	0
YOL045W	NC_001147.6	243497	246802	+	3306	15
YOL044W	NC_001147.6	247150	248301	+	1152	5
YOL043C	NC_001147.6	248392	249534	-	1143	1
YOL042W	NC_001147.6	249825	250916	+	1092	3
YOL041C	NC_001147.6	251267	252646	-	1380	11
YOL040C	NC_001147.6	253149	253577	-	429	60
YOL039W	NC_001147.6	254297	254617	+	321	96
YOL038C-A	NC_001147.6	254926	255021	-	96	0
YOL038W	NC_001147.6	255337	256101	+	765	24
YOL036W	NC_001147.6	256745	259030	+	2286	6
YNCO0007W	NC_001147.6	259489	259578	+	90	155
YOL034W	NC_001147.6	259923	263204	+	3282	5
YOL033W	NC_001147.6	263475	265085	+	1611	2
YOL032W	NC_001147.6	265429	266169	+	741	11
YOL031C	NC_001147.6	266264	267529	-	1266	3
YOL030W	NC_001147.6	268187	269641	+	1455	10
YOL029C	NC_001147.6	269815	270420	-	606	3
YOL028C	NC_001147.6	270633	271370	-	738	6
YOL027C	NC_001147.6	272003	273724	-	1722	20
YOL026C	NC_001147.6	274012	274353	-	342	5
YNCO0008W	NC_001147.6;NC_001147.6	274673;274729	274709;274773	+;+	82	6
YOL025W	NC_001147.6	274957	276939	+	1983	2
YOL024W	NC_001147.6	277086	277604	+	519	0
YOL023W	NC_001147.6	278056	280086	+	2031	0
YOL022C	NC_001147.6	280272	281498	-	1227	17
YNCO0009W	NC_001147.6	282164	282234	+	71	4
YOL021C	NC_001147.6	282421	285426	-	3006	50
YOL020W	NC_001147.6	286172	287950	+	1779	42
YNCO0010W	NC_001147.6;NC_001147.6	288192;288245	288230;288280	+;+	75	0
YOL019W-A	NC_001147.6	288420	288572	+	153	0
YOL019W	NC_001147.6	288898	290553	+	1656	2
YOL018C	NC_001147.6	290881	292074	-	1194	11
YOL017W	NC_001147.6	292529	294673	+	2145	1
YOL016C	NC_001147.6	294777	296120	-	1344	48
YOL015W	NC_001147.6	297078	298838	+	1761	2
YOL014W	NC_001147.6	299693	300067	+	375	5
YOL013W-A	NC_001147.6	301047	301238	+	192	6
YNCO0011W	NC_001147.6;NC_001147.6	301097;301163	301132;301198	+;+	72	6
YOL013C	NC_001147.6	301380	303035	-	1656	4
YOL012C	NC_001147.6	303579	303983	-	405	1
YOL011W	NC_001147.6	305349	307409	+	2061	88
YOL010W	NC_001147.6	307938	309041	+	1104	10
YOL009C	NC_001147.6	309324	310139	-	816	5
YOL008W	NC_001147.6	310312	310935	+	624	1
YOL007C	NC_001147.6	311342	312367	-	1026	2
YOL006C	NC_001147.6	313078	315387	-	2310	19
YOL005C	NC_001147.6	315813	316175	-	363	5
YOL004W	NC_001147.6	316938	321548	+	4611	30
YOL003C	NC_001147.6	321858	322994	-	1137	3
YOL002C	NC_001147.6	323411	324364	-	954	14
YOL001W	NC_001147.6	325249	326130	+	882	4
YOR001W	NC_001147.6	326832	329033	+	2202	21
YOR002W	NC_001147.6	329417	331051	+	1635	29
YOR003W	NC_001147.6	331455	332891	+	1437	0
YOR004W	NC_001147.6	333592	334356	+	765	19
YOR005C	NC_001147.6	334509	337343	-	2835	6
YOR006C	NC_001147.6	337680	338621	-	942	14
YOR007C	NC_001147.6	338938	339978	-	1041	69
YNCO0012C	NC_001147.6	340299	340371	-	73	1
YOR008C	NC_001147.6	341278	342414	-	1137	11
YOR008C-A	NC_001147.6	342857	343081	-	225	1
YOR009W	NC_001147.6	344335	345798	+	1464	0
YOR010C	NC_001147.6	346195	346950	-	756	7
YOR011W	NC_001147.6	349679	353863	+	4185	4
YNCO0013C	NC_001147.6	354041	354113	-	73	0
YOR011W-A	NC_001147.6	355652	355858	+	207	0
YOR012W	NC_001147.6	356543	356956	+	414	2
YOR014W	NC_001147.6	357674	359947	+	2274	5
YOR015W	NC_001147.6	359993	360352	+	360	1
YOR016C	NC_001147.6	360461	361084	-	624	9
YOR017W	NC_001147.6	361412	363814	+	2403	8
YOR018W	NC_001147.6	364369	366882	+	2514	2
YOR019W	NC_001147.6	368127	370319	+	2193	2
YOR020C	NC_001147.6	370524	370844	-	321	4
YOR020W-A	NC_001147.6	371685	371957	+	273	3
YOR021C	NC_001147.6	372798	373439	-	642	7
YOR022C	NC_001147.6	373710	375857	-	2148	3
YOR023C	NC_001147.6	376012	377712	-	1701	2
YOR025W	NC_001147.6	378219	379562	+	1344	2
YOR026W	NC_001147.6	379781	380806	+	1026	8
YOR027W	NC_001147.6	381053	382822	+	1770	10
YOR028C	NC_001147.6	383533	384420	-	888	1
YOR029W	NC_001147.6	384600	384935	+	336	0
YOR030W	NC_001147.6	386825	388684	+	1860	2
YOR032C	NC_001147.6	389771	391075	-	1305	1
YOR032W-A	NC_001147.6	392176	392376	+	201	0
YOR033C	NC_001147.6	392416	394524	-	2109	18
YOR034C	NC_001147.6	394837	397086	-	2250	22
YOR034C-A	NC_001147.6	397426	397668	-	243	1
YOR035C	NC_001147.6	397735	400104	-	2370	8
YOR036W	NC_001147.6	400348	401214	+	867	6
YOR037W	NC_001147.6	401555	402655	+	1101	5
YOR038C	NC_001147.6	402761	405388	-	2628	4
YOR039W	NC_001147.6	405768	406544	+	777	12
YOR040W	NC_001147.6	407064	407921	+	858	5
YNCO0014C	NC_001147.6	407948	408134	-	187	524
YOR042W	NC_001147.6	408425	409660	+	1236	10
YNCO0015C	NC_001147.6	409765	409864	-	100	31
YOR043W	NC_001147.6	410870	412330	+	1461	17
YOR044W	NC_001147.6	413007	413480	+	474	1
YOR045W	NC_001147.6	413852	414037	+	186	2
YOR046C	NC_001147.6	414459	415907	-	1449	37
YOR047C	NC_001147.6	416347	417681	-	1335	14
YOR048C	NC_001147.6	418630	421650	-	3021	32
YOR049C	NC_001147.6	422668	423732	-	1065	8
YOR051C	NC_001147.6	424846	426084	-	1239	30
YOR052C	NC_001147.6	426772	427224	-	453	14
YOR054C	NC_001147.6	427833	429857	-	2025	10
YOR056C	NC_001147.6	430247	431626	-	1380	38
YOR057W	NC_001147.6	432186	433373	+	1188	8
YOR058C	NC_001147.6	433688	436345	-	2658	6
YNCO0016W	NC_001147.6;NC_001147.6	438643;438703	438679;438738	+;+	73	4
YOR059C	NC_001147.6	438906	440258	-	1353	16
YOR060C	NC_001147.6	440390	441163	-	774	4
YOR061W	NC_001147.6	441534	442553	+	1020	6
YOR062C	NC_001147.6	442725	443531	-	807	6
YOR063W	NC_001147.6	444686	445849	+	1164	1181
YOR064C	NC_001147.6	446079	446738	-	660	4
YOR065W	NC_001147.6	447439	448368	+	930	7
YOR066W	NC_001147.6	449436	451325	+	1890	1
YOR067C	NC_001147.6	451729	453462	-	1734	4
YOR069W	NC_001147.6	453768	455795	+	2028	29
YOR068C	NC_001147.6	453869	454213	-	345	9
YOR070C	NC_001147.6	455907	457820	-	1914	1
YOR071C	NC_001147.6	459480	461276	-	1797	8
YOR072W	NC_001147.6	461502	461816	+	315	0
YNCO0017W	NC_001147.6;NC_001147.6	464450;464516	464485;464551	+;+	72	21
YOR072W-B	NC_001147.6	464469	464630	+	162	21
YOR073W	NC_001147.6	464771	466543	+	1773	2
YOR074C	NC_001147.6	466675	467589	-	915	3
YOR075W	NC_001147.6	468212	469252	+	1041	5
YOR076C	NC_001147.6	469377	471620	-	2244	6
YOR077W	NC_001147.6	471899	472597	+	699	1
YOR078W	NC_001147.6	472725	473369	+	645	21
YOR079C	NC_001147.6	473475	474416	-	942	8
YOR080W	NC_001147.6	474594	476792	+	2199	3
YOR081C	NC_001147.6	476939	479188	-	2250	3
YOR083W	NC_001147.6	479533	480420	+	888	2
YOR084W	NC_001147.6	480587	481750	+	1164	2
YOR085W	NC_001147.6	482033	483085	+	1053	2
YOR086C	NC_001147.6	483219	486779	-	3561	36
YNCO0018W	NC_001147.6	487439	487512	+	74	0
YOR087W	NC_001147.6	487707	489734	+	2028	7
YOR089C	NC_001147.6	490196	490828	-	633	10
YOR090C	NC_001147.6	491123	492841	-	1719	11
YOR091W	NC_001147.6	493433	494470	+	1038	18
YOR092W	NC_001147.6	495127	496968	+	1842	9
YOR093C	NC_001147.6	497506	502452	-	4947	8
YOR094W	NC_001147.6	502795	503346	+	552	6
YOR095C	NC_001147.6	503552	504328	-	777	13
YOR096W	NC_001147.6;NC_001147.6	505794;506339	505937;506767	+;+	573	230
YOR097C	NC_001147.6	506978	507505	-	528	0
YOR098C	NC_001147.6	507948	511178	-	3231	21
YOR099W	NC_001147.6	511825	513006	+	1182	25
YOR100C	NC_001147.6	513295	514278	-	984	3
YOR101W	NC_001147.6	515244	516173	+	930	11
YOR103C	NC_001147.6	516449	516841	-	393	6
YOR104W	NC_001147.6	517642	518490	+	849	10
YOR105W	NC_001147.6	518195	518521	+	327	2
YOR106W	NC_001147.6	519121	519972	+	852	6
YOR107W	NC_001147.6	521353	522282	+	930	32
YOR108W	NC_001147.6	523027	524841	+	1815	9
YOR109W	NC_001147.6	525278	528601	+	3324	29
YOR110W	NC_001147.6	528941	530248	+	1308	3
YOR111W	NC_001147.6	530429	531127	+	699	4
YOR112W	NC_001147.6	531508	533793	+	2286	3
YOR113W	NC_001147.6	534075	536819	+	2745	6
YOR114W	NC_001147.6	537570	538454	+	885	1
YOR115C	NC_001147.6	538659	539465	-	807	9
YOR116C	NC_001147.6	539763	544145	-	4383	34
YOR117W	NC_001147.6	545029	546333	+	1305	21
YOR118W	NC_001147.6	546857	548560	+	1704	11
YOR119C	NC_001147.6	548792	550246	-	1455	11
YOR120W	NC_001147.6	551114	552052	+	939	5
YOR122C	NC_001147.6;NC_001147.6	552298;552875	552665;552887	-;-	381	54
YOR123C	NC_001147.6	553176	554570	-	1395	7
YOR124C	NC_001147.6	554824	558642	-	3819	31
YOR125C	NC_001147.6	559030	559731	-	702	5
YOR126C	NC_001147.6	559961	560677	-	717	7
YOR127W	NC_001147.6	561170	564193	+	3024	13
YOR128C	NC_001147.6	564476	566191	-	1716	29
YOR129C	NC_001147.6	566877	569558	-	2682	6
YOR130C	NC_001147.6	569929	570807	-	879	0
YNCO0019W	NC_001147.6	571958	572029	+	72	16
YOR131C	NC_001147.6	572182	572838	-	657	11
YOR132W	NC_001147.6	573175	574830	+	1656	13
YOR133W	NC_001147.6	575098	577626	+	2529	503
YOR134W	NC_001147.6	578564	579793	+	1230	8
YOR136W	NC_001147.6	580250	581359	+	1110	20
YOR137C	NC_001147.6	581813	583681	-	1869	0
YOR138C	NC_001147.6	584309	586324	-	2016	23
YOR140W	NC_001147.6	586981	589281	+	2301	4
YOR141C	NC_001147.6	589942	592587	-	2646	13
YOR142W	NC_001147.6	593057	594046	+	990	8
YNCO0020C	NC_001147.6	594354	594425	-	72	31
YOR142W-B	NC_001147.6	595112	600380	+	5269	44
YOR142W-A	NC_001147.6	595112	596434	+	1323	14
YOR143C	NC_001147.6	601383	602342	-	960	7
YOR144C	NC_001147.6	602717	605092	-	2376	3
YOR145C	NC_001147.6	605347	606171	-	825	23
YOR147W	NC_001147.6	606607	608475	+	1869	22
YOR148C	NC_001147.6	608640	609197	-	558	2
YOR149C	NC_001147.6	609838	611388	-	1551	2
YOR150W	NC_001147.6	611999	612490	+	492	2
YOR151C	NC_001147.6	612997	616671	-	3675	45
YOR152C	NC_001147.6	617518	618288	-	771	1
YOR153W	NC_001147.6	619840	624375	+	4536	195
YOR154W	NC_001147.6	624729	626492	+	1764	6
YOR155C	NC_001147.6	626628	627980	-	1353	5
YOR156C	NC_001147.6	628360	630540	-	2181	3
YOR157C	NC_001147.6	630966	631751	-	786	28
YOR158W	NC_001147.6	632164	633120	+	957	1
YOR159C	NC_001147.6	633282	633566	-	285	5
YOR160W	NC_001147.6	633839	636757	+	2919	2
YOR161C	NC_001147.6	636939	638558	-	1620	50
YOR161C-C	NC_001147.6	639121	639267	-	147	0
YOR162C	NC_001147.6	639560	641992	-	2433	9
YOR163W	NC_001147.6	642741	643307	+	567	3
YOR164C	NC_001147.6	643394	644332	-	939	13
YOR165W	NC_001147.6	644566	646896	+	2331	9
YOR166C	NC_001147.6	647126	648502	-	1377	4
YOR167C	NC_001147.6	648804	649007	-	204	125
YOR168W	NC_001147.6	649303	651732	+	2430	78
YOR171C	NC_001147.6	652010	653884	-	1875	20
YOR172W	NC_001147.6	654210	656570	+	2361	4
YOR173W	NC_001147.6	657264	658325	+	1062	12
YOR174W	NC_001147.6	658747	659601	+	855	8
YOR175C	NC_001147.6	659815	661674	-	1860	13
YOR176W	NC_001147.6	662401	663582	+	1182	12
YNCO0021C	NC_001147.6	663812	663885	-	74	4
YOR177C	NC_001147.6	665785	667179	-	1395	1
YOR178C	NC_001147.6	667860	670241	-	2382	1
YOR179C	NC_001147.6	671845	672411	-	567	6
YOR180C	NC_001147.6	674352	675167	-	816	4
YOR181W	NC_001147.6	675939	677840	+	1902	4
YOR182C	NC_001147.6;NC_001147.6	678191;678791	678379;678793	-;-	192	38
YOR183W	NC_001147.6	678872	679261	+	390	0
YOR184W	NC_001147.6	679357	680544	+	1188	36
YNCO0022C	NC_001147.6	680685	680866	-	182	174
YOR185C	NC_001147.6	681444	682106	-	663	10
YOR186W	NC_001147.6	683111	683545	+	435	1
YOR187W	NC_001147.6	684030	685343	+	1314	19
YOR188W	NC_001147.6	685767	689180	+	3414	2
YOR189W	NC_001147.6	689624	689974	+	351	7
YOR190W	NC_001147.6	690695	692032	+	1338	4
YOR191W	NC_001147.6	692475	697334	+	4860	19
YOR192C	NC_001147.6	698768	700567	-	1800	6
YOR192C-C	NC_001147.6	703988	704224	-	237	2
YOR192C-B	NC_001147.6	704419	709732	-	5314	28
YOR192C-A	NC_001147.6	708416	709732	-	1317	7
YNCO0023W	NC_001147.6	710201	710272	+	72	0
YOR193W	NC_001147.6	710446	711576	+	1131	2
YOR194C	NC_001147.6	711683	712543	-	861	6
YOR195W	NC_001147.6	712866	715331	+	2466	5
YOR196C	NC_001147.6	715593	716837	-	1245	13
YOR197W	NC_001147.6	717086	718384	+	1299	18
YOR198C	NC_001147.6	718653	720065	-	1413	17
YOR201C	NC_001147.6	720470	721708	-	1239	12
YOR202W	NC_001147.6	721946	722608	+	663	1
YOR204W	NC_001147.6	722911	724725	+	1815	208
YOR205C	NC_001147.6	725564	727234	-	1671	2
YOR206W	NC_001147.6	727512	729644	+	2133	26
YOR207C	NC_001147.6	730008	733457	-	3450	55
YOR208W	NC_001147.6	733925	736177	+	2253	2
YOR209C	NC_001147.6	736437	737726	-	1290	25
YOR210W	NC_001147.6	738320	738532	+	213	6
YOR211C	NC_001147.6	738924	741569	-	2646	4
YOR212W	NC_001147.6	742910	744181	+	1272	21
YOR213C	NC_001147.6	744535	745281	-	747	6
YOR214C	NC_001147.6	745593	746303	-	711	0
YOR215C	NC_001147.6	746725	747282	-	558	10
YOR216C	NC_001147.6	747525	748979	-	1455	1
YOR217W	NC_001147.6	749301	751886	+	2586	26
YOR219C	NC_001147.6	752214	755009	-	2796	14
YOR220W	NC_001147.6	755328	756125	+	798	13
YOR221C	NC_001147.6	756476	757558	-	1083	0
YOR222W	NC_001147.6	758330	759253	+	924	20
YNCO0024C	NC_001147.6	759326	759529	-	204	1185
YOR223W	NC_001147.6	759782	760660	+	879	3
YOR224C	NC_001147.6	760825	761265	-	441	14
YOR226C	NC_001147.6	761614	762084	-	471	21
YOR227W	NC_001147.6	762825	766565	+	3741	3
YOR228C	NC_001147.6	766869	767777	-	909	2
YOR229W	NC_001147.6	768409	769812	+	1404	10
YOR230W	NC_001147.6	770800	772113	+	1314	67
YOR231W	NC_001147.6	772601	774127	+	1527	6
YOR232W	NC_001147.6	774573	775259	+	687	14
YOR233W	NC_001147.6	775846	778248	+	2403	16
YOR234C	NC_001147.6;NC_001147.6	778555;779387	778859;779405	-;-	324	49
YOR235W	NC_001147.6	779870	780184	+	315	2
YNCO0025W	NC_001147.6	780107	780596	+	490	1170
YOR236W	NC_001147.6	780906	781541	+	636	0
YOR237W	NC_001147.6	781994	783298	+	1305	0
YOR238W	NC_001147.6	783677	784588	+	912	3
YOR239W	NC_001147.6	784857	786744	+	1888	22
YOR241W	NC_001147.6	786995	788641	+	1647	29
YOR242C	NC_001147.6	788742	789857	-	1116	2
YOR243C	NC_001147.6	790211	792241	-	2031	36
YOR244W	NC_001147.6	792531	793868	+	1338	6
YOR245C	NC_001147.6	794076	795332	-	1257	4
YOR246C	NC_001147.6	795801	796793	-	993	31
YOR247W	NC_001147.6	797676	798308	+	633	26
YOR249C	NC_001147.6	798674	800731	-	2058	4
YOR250C	NC_001147.6	800970	802307	-	1338	7
YOR251C	NC_001147.6	802550	803464	-	915	20
YOR252W	NC_001147.6	803667	804203	+	537	8
YOR253W	NC_001147.6	804377	804907	+	531	26
