# Program:featureCounts v2.0.2; Command:"c:/bmes/featurecounts.w64.exe" "-a" "C:\Users\GavinGao\AppData\Local\Temp\bmes\GCF_000146045.2_R64_genomic.gffGCF_000146045.2_R64045146000GCFallgenomesftp.ncbi.nlm.nih.gov" "-o" "wildtype.txt" "C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302790_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam" "-O" "--tmpDir" "C:/Users/GavinGao/AppData/Local/Temp/bmes" "-T" "32" "-t" "exon" "-g" "locus_tag" 
Geneid	Chr	Start	End	Strand	Length	C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302790_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam
YNCO0001C	NC_001147.6	110962	111033	-	72	8
YOL108C	NC_001147.6	111431	111886	-	456	0
YOL107W	NC_001147.6	112102	113130	+	1029	0
YNCO0002W	NC_001147.6	113802	113874	+	73	0
YOL105C	NC_001147.6	114138	115808	-	1671	1
YOL104C	NC_001147.6	116396	117454	-	1059	0
YOL103W-B	NC_001147.6	118000	123268	+	5269	21
YOL103W-A	NC_001147.6	118000	119322	+	1323	2
YOL103W	NC_001147.6	124001	125830	+	1830	9
YOL102C	NC_001147.6	125997	126689	-	693	0
YOL101C	NC_001147.6	126982	127920	-	939	0
YOL100W	NC_001147.6	129237	132482	+	3246	5
YOL098C	NC_001147.6	132725	135838	-	3114	8
YNCO0003C	NC_001147.6	136088	136183	-	96	14
YOL097W-A	NC_001147.6	136220	136405	+	186	0
YOL097C	NC_001147.6	136527	137825	-	1299	4
YOL096C	NC_001147.6	138107	139045	-	939	0
YOL095C	NC_001147.6	139227	141347	-	2121	0
YOL094C	NC_001147.6	141584	142555	-	972	0
YOL093W	NC_001147.6	142815	143696	+	882	2
YOL092W	NC_001147.6	144204	145130	+	927	2
YOL091W	NC_001147.6	145334	147163	+	1830	0
YOL090W	NC_001147.6	147382	150276	+	2895	3
YOL089C	NC_001147.6	150398	153490	-	3093	0
YOL088C	NC_001147.6	153912	154745	-	834	0
YOL087C	NC_001147.6	155287	158637	-	3351	1
YOL086W-A	NC_001147.6	159173	159445	+	273	1
YOL086C	NC_001147.6	159548	160594	-	1047	304
YOL085C	NC_001147.6	161673	162014	-	342	0
YOL084W	NC_001147.6	162356	165331	+	2976	0
YOL083W	NC_001147.6	165714	166952	+	1239	0
YOL082W	NC_001147.6	168727	169974	+	1248	0
YOL081W	NC_001147.6	171070	180309	+	9240	2
YOL080C	NC_001147.6	180558	181427	-	870	0
YOL078W	NC_001147.6	181682	185212	+	3531	3
YOL077W-A	NC_001147.6	185438	185644	+	207	0
YOL077C	NC_001147.6	185848	186723	-	876	0
YOL076W	NC_001147.6	187024	189414	+	2391	9
YOL075C	NC_001147.6	189658	193542	-	3885	0
YOL073C	NC_001147.6	193832	194800	-	969	0
YOL072W	NC_001147.6	194970	196337	+	1368	2
YOL071W	NC_001147.6	196507	196995	+	489	0
YOL070C	NC_001147.6	197220	198725	-	1506	0
YOL069W	NC_001147.6	198942	200297	+	1356	0
YOL068C	NC_001147.6	200368	201879	-	1512	0
YOL067C	NC_001147.6	201985	202518	-	534	1
YOL066C	NC_001147.6	202696	204471	-	1776	0
YOL065C	NC_001147.6	204731	205885	-	1155	0
YOL064C	NC_001147.6	206103	207176	-	1074	2
YOL063C	NC_001147.6	207392	210265	-	2874	1
YOL062C	NC_001147.6	210520	211995	-	1476	1
YOL061W	NC_001147.6	212244	213734	+	1491	4
YOL060C	NC_001147.6	214017	216137	-	2121	0
YOL059W	NC_001147.6	217126	218448	+	1323	1
YOL058W	NC_001147.6	219211	220473	+	1263	0
YOL057W	NC_001147.6	220767	222902	+	2136	0
YOL056W	NC_001147.6	223268	224179	+	912	1
YOL055C	NC_001147.6	224420	226075	-	1656	0
YNCO0004C	NC_001147.6	226611	226681	-	71	0
YNCO0005W	NC_001147.6	228331	228404	+	74	0
YOL054W	NC_001147.6	228614	229834	+	1221	0
YOL053W	NC_001147.6	230085	231272	+	1188	0
YOL052C-A	NC_001147.6	231570	231755	-	186	0
YOL052C	NC_001147.6	232446	233636	-	1191	2
YNCO0006W	NC_001147.6	234346	234546	+	201	24
YOL051W	NC_001147.6	234940	238185	+	3246	0
YOL049W	NC_001147.6	238619	240094	+	1476	2
YOL048C	NC_001147.6;NC_001147.6	240204;241026	240947;241310	-;-	1029	0
YOL047C	NC_001147.6;NC_001147.6	241614;242505	242441;242747	-;-	1071	0
YOL045W	NC_001147.6	243497	246802	+	3306	1
YOL044W	NC_001147.6	247150	248301	+	1152	0
YOL043C	NC_001147.6	248392	249534	-	1143	0
YOL042W	NC_001147.6	249825	250916	+	1092	0
YOL041C	NC_001147.6	251267	252646	-	1380	0
YOL040C	NC_001147.6	253149	253577	-	429	7
YOL039W	NC_001147.6	254297	254617	+	321	4
YOL038C-A	NC_001147.6	254926	255021	-	96	1
YOL038W	NC_001147.6	255337	256101	+	765	4
YOL036W	NC_001147.6	256745	259030	+	2286	0
YNCO0007W	NC_001147.6	259489	259578	+	90	63
YOL034W	NC_001147.6	259923	263204	+	3282	0
YOL033W	NC_001147.6	263475	265085	+	1611	1
YOL032W	NC_001147.6	265429	266169	+	741	0
YOL031C	NC_001147.6	266264	267529	-	1266	0
YOL030W	NC_001147.6	268187	269641	+	1455	0
YOL029C	NC_001147.6	269815	270420	-	606	0
YOL028C	NC_001147.6	270633	271370	-	738	0
YOL027C	NC_001147.6	272003	273724	-	1722	0
YOL026C	NC_001147.6	274012	274353	-	342	0
YNCO0008W	NC_001147.6;NC_001147.6	274673;274729	274709;274773	+;+	82	0
YOL025W	NC_001147.6	274957	276939	+	1983	0
YOL024W	NC_001147.6	277086	277604	+	519	0
YOL023W	NC_001147.6	278056	280086	+	2031	0
YOL022C	NC_001147.6	280272	281498	-	1227	3
YNCO0009W	NC_001147.6	282164	282234	+	71	0
YOL021C	NC_001147.6	282421	285426	-	3006	3
YOL020W	NC_001147.6	286172	287950	+	1779	7
YNCO0010W	NC_001147.6;NC_001147.6	288192;288245	288230;288280	+;+	75	0
YOL019W-A	NC_001147.6	288420	288572	+	153	0
YOL019W	NC_001147.6	288898	290553	+	1656	0
YOL018C	NC_001147.6	290881	292074	-	1194	1
YOL017W	NC_001147.6	292529	294673	+	2145	0
YOL016C	NC_001147.6	294777	296120	-	1344	1
YOL015W	NC_001147.6	297078	298838	+	1761	0
YOL014W	NC_001147.6	299693	300067	+	375	0
YOL013W-A	NC_001147.6	301047	301238	+	192	2
YNCO0011W	NC_001147.6;NC_001147.6	301097;301163	301132;301198	+;+	72	2
YOL013C	NC_001147.6	301380	303035	-	1656	0
YOL012C	NC_001147.6	303579	303983	-	405	1
YOL011W	NC_001147.6	305349	307409	+	2061	0
YOL010W	NC_001147.6	307938	309041	+	1104	3
YOL009C	NC_001147.6	309324	310139	-	816	0
YOL008W	NC_001147.6	310312	310935	+	624	0
YOL007C	NC_001147.6	311342	312367	-	1026	2
YOL006C	NC_001147.6	313078	315387	-	2310	3
YOL005C	NC_001147.6	315813	316175	-	363	0
YOL004W	NC_001147.6	316938	321548	+	4611	5
YOL003C	NC_001147.6	321858	322994	-	1137	0
YOL002C	NC_001147.6	323411	324364	-	954	1
YOL001W	NC_001147.6	325249	326130	+	882	0
YOR001W	NC_001147.6	326832	329033	+	2202	3
YOR002W	NC_001147.6	329417	331051	+	1635	1
YOR003W	NC_001147.6	331455	332891	+	1437	0
YOR004W	NC_001147.6	333592	334356	+	765	1
YOR005C	NC_001147.6	334509	337343	-	2835	1
YOR006C	NC_001147.6	337680	338621	-	942	4
YOR007C	NC_001147.6	338938	339978	-	1041	26
YNCO0012C	NC_001147.6	340299	340371	-	73	0
YOR008C	NC_001147.6	341278	342414	-	1137	1
YOR008C-A	NC_001147.6	342857	343081	-	225	0
YOR009W	NC_001147.6	344335	345798	+	1464	0
YOR010C	NC_001147.6	346195	346950	-	756	0
YOR011W	NC_001147.6	349679	353863	+	4185	3
YNCO0013C	NC_001147.6	354041	354113	-	73	0
YOR011W-A	NC_001147.6	355652	355858	+	207	0
YOR012W	NC_001147.6	356543	356956	+	414	0
YOR014W	NC_001147.6	357674	359947	+	2274	1
YOR015W	NC_001147.6	359993	360352	+	360	0
YOR016C	NC_001147.6	360461	361084	-	624	0
YOR017W	NC_001147.6	361412	363814	+	2403	2
YOR018W	NC_001147.6	364369	366882	+	2514	0
YOR019W	NC_001147.6	368127	370319	+	2193	0
YOR020C	NC_001147.6	370524	370844	-	321	0
YOR020W-A	NC_001147.6	371685	371957	+	273	0
YOR021C	NC_001147.6	372798	373439	-	642	1
YOR022C	NC_001147.6	373710	375857	-	2148	0
YOR023C	NC_001147.6	376012	377712	-	1701	0
YOR025W	NC_001147.6	378219	379562	+	1344	0
YOR026W	NC_001147.6	379781	380806	+	1026	1
YOR027W	NC_001147.6	381053	382822	+	1770	5
YOR028C	NC_001147.6	383533	384420	-	888	0
YOR029W	NC_001147.6	384600	384935	+	336	0
YOR030W	NC_001147.6	386825	388684	+	1860	0
YOR032C	NC_001147.6	389771	391075	-	1305	0
YOR032W-A	NC_001147.6	392176	392376	+	201	0
YOR033C	NC_001147.6	392416	394524	-	2109	1
YOR034C	NC_001147.6	394837	397086	-	2250	2
YOR034C-A	NC_001147.6	397426	397668	-	243	0
YOR035C	NC_001147.6	397735	400104	-	2370	0
YOR036W	NC_001147.6	400348	401214	+	867	0
YOR037W	NC_001147.6	401555	402655	+	1101	1
YOR038C	NC_001147.6	402761	405388	-	2628	3
YOR039W	NC_001147.6	405768	406544	+	777	0
YOR040W	NC_001147.6	407064	407921	+	858	4
YNCO0014C	NC_001147.6	407948	408134	-	187	101
YOR042W	NC_001147.6	408425	409660	+	1236	3
YNCO0015C	NC_001147.6	409765	409864	-	100	2
YOR043W	NC_001147.6	410870	412330	+	1461	5
YOR044W	NC_001147.6	413007	413480	+	474	0
YOR045W	NC_001147.6	413852	414037	+	186	0
YOR046C	NC_001147.6	414459	415907	-	1449	6
YOR047C	NC_001147.6	416347	417681	-	1335	0
YOR048C	NC_001147.6	418630	421650	-	3021	0
YOR049C	NC_001147.6	422668	423732	-	1065	0
YOR051C	NC_001147.6	424846	426084	-	1239	2
YOR052C	NC_001147.6	426772	427224	-	453	2
YOR054C	NC_001147.6	427833	429857	-	2025	2
YOR056C	NC_001147.6	430247	431626	-	1380	2
YOR057W	NC_001147.6	432186	433373	+	1188	1
YOR058C	NC_001147.6	433688	436345	-	2658	0
YNCO0016W	NC_001147.6;NC_001147.6	438643;438703	438679;438738	+;+	73	1
YOR059C	NC_001147.6	438906	440258	-	1353	0
YOR060C	NC_001147.6	440390	441163	-	774	0
YOR061W	NC_001147.6	441534	442553	+	1020	4
YOR062C	NC_001147.6	442725	443531	-	807	0
YOR063W	NC_001147.6	444686	445849	+	1164	257
YOR064C	NC_001147.6	446079	446738	-	660	0
YOR065W	NC_001147.6	447439	448368	+	930	0
YOR066W	NC_001147.6	449436	451325	+	1890	0
YOR067C	NC_001147.6	451729	453462	-	1734	1
YOR069W	NC_001147.6	453768	455795	+	2028	0
YOR068C	NC_001147.6	453869	454213	-	345	0
YOR070C	NC_001147.6	455907	457820	-	1914	0
YOR071C	NC_001147.6	459480	461276	-	1797	0
YOR072W	NC_001147.6	461502	461816	+	315	0
YNCO0017W	NC_001147.6;NC_001147.6	464450;464516	464485;464551	+;+	72	5
YOR072W-B	NC_001147.6	464469	464630	+	162	5
YOR073W	NC_001147.6	464771	466543	+	1773	1
YOR074C	NC_001147.6	466675	467589	-	915	1
YOR075W	NC_001147.6	468212	469252	+	1041	0
YOR076C	NC_001147.6	469377	471620	-	2244	0
YOR077W	NC_001147.6	471899	472597	+	699	0
YOR078W	NC_001147.6	472725	473369	+	645	0
YOR079C	NC_001147.6	473475	474416	-	942	0
YOR080W	NC_001147.6	474594	476792	+	2199	0
YOR081C	NC_001147.6	476939	479188	-	2250	1
YOR083W	NC_001147.6	479533	480420	+	888	0
YOR084W	NC_001147.6	480587	481750	+	1164	1
YOR085W	NC_001147.6	482033	483085	+	1053	0
YOR086C	NC_001147.6	483219	486779	-	3561	15
YNCO0018W	NC_001147.6	487439	487512	+	74	0
YOR087W	NC_001147.6	487707	489734	+	2028	0
YOR089C	NC_001147.6	490196	490828	-	633	1
YOR090C	NC_001147.6	491123	492841	-	1719	1
YOR091W	NC_001147.6	493433	494470	+	1038	3
YOR092W	NC_001147.6	495127	496968	+	1842	2
YOR093C	NC_001147.6	497506	502452	-	4947	3
YOR094W	NC_001147.6	502795	503346	+	552	0
YOR095C	NC_001147.6	503552	504328	-	777	8
YOR096W	NC_001147.6;NC_001147.6	505794;506339	505937;506767	+;+	573	83
YOR097C	NC_001147.6	506978	507505	-	528	2
YOR098C	NC_001147.6	507948	511178	-	3231	2
YOR099W	NC_001147.6	511825	513006	+	1182	10
YOR100C	NC_001147.6	513295	514278	-	984	0
YOR101W	NC_001147.6	515244	516173	+	930	1
YOR103C	NC_001147.6	516449	516841	-	393	1
YOR104W	NC_001147.6	517642	518490	+	849	0
YOR105W	NC_001147.6	518195	518521	+	327	0
YOR106W	NC_001147.6	519121	519972	+	852	0
YOR107W	NC_001147.6	521353	522282	+	930	0
YOR108W	NC_001147.6	523027	524841	+	1815	2
YOR109W	NC_001147.6	525278	528601	+	3324	3
YOR110W	NC_001147.6	528941	530248	+	1308	0
YOR111W	NC_001147.6	530429	531127	+	699	0
YOR112W	NC_001147.6	531508	533793	+	2286	1
YOR113W	NC_001147.6	534075	536819	+	2745	0
YOR114W	NC_001147.6	537570	538454	+	885	0
YOR115C	NC_001147.6	538659	539465	-	807	3
YOR116C	NC_001147.6	539763	544145	-	4383	1
YOR117W	NC_001147.6	545029	546333	+	1305	3
YOR118W	NC_001147.6	546857	548560	+	1704	4
YOR119C	NC_001147.6	548792	550246	-	1455	0
YOR120W	NC_001147.6	551114	552052	+	939	0
YOR122C	NC_001147.6;NC_001147.6	552298;552875	552665;552887	-;-	381	7
YOR123C	NC_001147.6	553176	554570	-	1395	0
YOR124C	NC_001147.6	554824	558642	-	3819	0
YOR125C	NC_001147.6	559030	559731	-	702	2
YOR126C	NC_001147.6	559961	560677	-	717	0
YOR127W	NC_001147.6	561170	564193	+	3024	0
YOR128C	NC_001147.6	564476	566191	-	1716	3
YOR129C	NC_001147.6	566877	569558	-	2682	0
YOR130C	NC_001147.6	569929	570807	-	879	0
YNCO0019W	NC_001147.6	571958	572029	+	72	1
YOR131C	NC_001147.6	572182	572838	-	657	0
YOR132W	NC_001147.6	573175	574830	+	1656	0
YOR133W	NC_001147.6	575098	577626	+	2529	63
YOR134W	NC_001147.6	578564	579793	+	1230	0
YOR136W	NC_001147.6	580250	581359	+	1110	2
YOR137C	NC_001147.6	581813	583681	-	1869	0
YOR138C	NC_001147.6	584309	586324	-	2016	1
YOR140W	NC_001147.6	586981	589281	+	2301	0
YOR141C	NC_001147.6	589942	592587	-	2646	1
YOR142W	NC_001147.6	593057	594046	+	990	0
YNCO0020C	NC_001147.6	594354	594425	-	72	5
YOR142W-B	NC_001147.6	595112	600380	+	5269	18
YOR142W-A	NC_001147.6	595112	596434	+	1323	2
YOR143C	NC_001147.6	601383	602342	-	960	0
YOR144C	NC_001147.6	602717	605092	-	2376	0
YOR145C	NC_001147.6	605347	606171	-	825	2
YOR147W	NC_001147.6	606607	608475	+	1869	1
YOR148C	NC_001147.6	608640	609197	-	558	2
YOR149C	NC_001147.6	609838	611388	-	1551	0
YOR150W	NC_001147.6	611999	612490	+	492	0
YOR151C	NC_001147.6	612997	616671	-	3675	10
YOR152C	NC_001147.6	617518	618288	-	771	0
YOR153W	NC_001147.6	619840	624375	+	4536	65
YOR154W	NC_001147.6	624729	626492	+	1764	1
YOR155C	NC_001147.6	626628	627980	-	1353	0
YOR156C	NC_001147.6	628360	630540	-	2181	0
YOR157C	NC_001147.6	630966	631751	-	786	4
YOR158W	NC_001147.6	632164	633120	+	957	0
YOR159C	NC_001147.6	633282	633566	-	285	0
YOR160W	NC_001147.6	633839	636757	+	2919	1
YOR161C	NC_001147.6	636939	638558	-	1620	3
YOR161C-C	NC_001147.6	639121	639267	-	147	0
YOR162C	NC_001147.6	639560	641992	-	2433	1
YOR163W	NC_001147.6	642741	643307	+	567	1
YOR164C	NC_001147.6	643394	644332	-	939	2
YOR165W	NC_001147.6	644566	646896	+	2331	2
YOR166C	NC_001147.6	647126	648502	-	1377	1
YOR167C	NC_001147.6	648804	649007	-	204	19
YOR168W	NC_001147.6	649303	651732	+	2430	21
YOR171C	NC_001147.6	652010	653884	-	1875	1
YOR172W	NC_001147.6	654210	656570	+	2361	1
YOR173W	NC_001147.6	657264	658325	+	1062	0
YOR174W	NC_001147.6	658747	659601	+	855	0
YOR175C	NC_001147.6	659815	661674	-	1860	4
YOR176W	NC_001147.6	662401	663582	+	1182	0
YNCO0021C	NC_001147.6	663812	663885	-	74	0
YOR177C	NC_001147.6	665785	667179	-	1395	0
YOR178C	NC_001147.6	667860	670241	-	2382	0
YOR179C	NC_001147.6	671845	672411	-	567	0
YOR180C	NC_001147.6	674352	675167	-	816	0
YOR181W	NC_001147.6	675939	677840	+	1902	0
YOR182C	NC_001147.6;NC_001147.6	678191;678791	678379;678793	-;-	192	5
YOR183W	NC_001147.6	678872	679261	+	390	0
YOR184W	NC_001147.6	679357	680544	+	1188	12
YNCO0022C	NC_001147.6	680685	680866	-	182	29
YOR185C	NC_001147.6	681444	682106	-	663	0
YOR186W	NC_001147.6	683111	683545	+	435	0
YOR187W	NC_001147.6	684030	685343	+	1314	7
YOR188W	NC_001147.6	685767	689180	+	3414	1
YOR189W	NC_001147.6	689624	689974	+	351	1
YOR190W	NC_001147.6	690695	692032	+	1338	0
YOR191W	NC_001147.6	692475	697334	+	4860	0
YOR192C	NC_001147.6	698768	700567	-	1800	0
YOR192C-C	NC_001147.6	703988	704224	-	237	1
YOR192C-B	NC_001147.6	704419	709732	-	5314	4
YOR192C-A	NC_001147.6	708416	709732	-	1317	0
YNCO0023W	NC_001147.6	710201	710272	+	72	0
YOR193W	NC_001147.6	710446	711576	+	1131	0
YOR194C	NC_001147.6	711683	712543	-	861	1
YOR195W	NC_001147.6	712866	715331	+	2466	2
YOR196C	NC_001147.6	715593	716837	-	1245	0
YOR197W	NC_001147.6	717086	718384	+	1299	4
YOR198C	NC_001147.6	718653	720065	-	1413	3
YOR201C	NC_001147.6	720470	721708	-	1239	2
YOR202W	NC_001147.6	721946	722608	+	663	0
YOR204W	NC_001147.6	722911	724725	+	1815	28
YOR205C	NC_001147.6	725564	727234	-	1671	0
YOR206W	NC_001147.6	727512	729644	+	2133	3
YOR207C	NC_001147.6	730008	733457	-	3450	5
YOR208W	NC_001147.6	733925	736177	+	2253	0
YOR209C	NC_001147.6	736437	737726	-	1290	0
YOR210W	NC_001147.6	738320	738532	+	213	0
YOR211C	NC_001147.6	738924	741569	-	2646	1
YOR212W	NC_001147.6	742910	744181	+	1272	2
YOR213C	NC_001147.6	744535	745281	-	747	1
YOR214C	NC_001147.6	745593	746303	-	711	0
YOR215C	NC_001147.6	746725	747282	-	558	2
YOR216C	NC_001147.6	747525	748979	-	1455	0
YOR217W	NC_001147.6	749301	751886	+	2586	4
YOR219C	NC_001147.6	752214	755009	-	2796	1
YOR220W	NC_001147.6	755328	756125	+	798	0
YOR221C	NC_001147.6	756476	757558	-	1083	0
YOR222W	NC_001147.6	758330	759253	+	924	3
YNCO0024C	NC_001147.6	759326	759529	-	204	147
YOR223W	NC_001147.6	759782	760660	+	879	0
YOR224C	NC_001147.6	760825	761265	-	441	0
YOR226C	NC_001147.6	761614	762084	-	471	1
YOR227W	NC_001147.6	762825	766565	+	3741	1
YOR228C	NC_001147.6	766869	767777	-	909	2
YOR229W	NC_001147.6	768409	769812	+	1404	1
YOR230W	NC_001147.6	770800	772113	+	1314	11
YOR231W	NC_001147.6	772601	774127	+	1527	0
YOR232W	NC_001147.6	774573	775259	+	687	0
YOR233W	NC_001147.6	775846	778248	+	2403	1
YOR234C	NC_001147.6;NC_001147.6	778555;779387	778859;779405	-;-	324	13
YOR235W	NC_001147.6	779870	780184	+	315	0
YNCO0025W	NC_001147.6	780107	780596	+	490	300
YOR236W	NC_001147.6	780906	781541	+	636	0
YOR237W	NC_001147.6	781994	783298	+	1305	0
YOR238W	NC_001147.6	783677	784588	+	912	0
YOR239W	NC_001147.6	784857	786744	+	1888	2
YOR241W	NC_001147.6	786995	788641	+	1647	4
YOR242C	NC_001147.6	788742	789857	-	1116	0
YOR243C	NC_001147.6	790211	792241	-	2031	2
YOR244W	NC_001147.6	792531	793868	+	1338	0
YOR245C	NC_001147.6	794076	795332	-	1257	3
YOR246C	NC_001147.6	795801	796793	-	993	11
YOR247W	NC_001147.6	797676	798308	+	633	1
YOR249C	NC_001147.6	798674	800731	-	2058	0
YOR250C	NC_001147.6	800970	802307	-	1338	0
YOR251C	NC_001147.6	802550	803464	-	915	4
YOR252W	NC_001147.6	803667	804203	+	537	0
YOR253W	NC_001147.6	804377	804907	+	531	2
YOR254C	NC_001147.6	805032	807023	-	1992	10
YOR255W	NC_001147.6	807271	808107	+	837	0
YOR256C	NC_001147.6	808254	810683	-	2430	1
YOR257W	NC_001147.6	811008	811493	+	486	1
YOR258W	NC_001147.6	811671	812324	+	654	0
YOR259C	NC_001147.6	812395	813708	-	1314	5
YOR260W	NC_001147.6	813984	815720	+	1737	0
YOR261C	NC_001147.6	815915	816931	-	1017	20
YOR262W	NC_001147.6	817292	818335	+	1044	0
YOR264W	NC_001147.6	818866	820158	+	1293	0
YOR265W	NC_001147.6	820454	820774	+	321	0
YOR266W	NC_001147.6	821023	822294	+	1272	0
YOR267C	NC_001147.6	822588	824867	-	2280	0
YOR268C	NC_001147.6	825534	825932	-	399	0
YOR269W	NC_001147.6	826385	827869	+	1485	0
YOR270C	NC_001147.6	828052	830574	-	2523	13
YOR271C	NC_001147.6	831059	832042	-	984	0
YNCO0026W	NC_001147.6	832332	832521	+	190	126
YOR272W	NC_001147.6	832813	834195	+	1383	1
YOR273C	NC_001147.6	834452	836431	-	1980	0
YOR274W	NC_001147.6	837674	838960	+	1287	0
YOR275C	NC_001147.6	839084	841069	-	1986	0
YOR276W	NC_001147.6	841333	841818	+	486	8
YNCO0027C	NC_001147.6	841958	842182	-	225	25
YNCO0028W	NC_001147.6	842403	842606	+	204	31
YOR278W	NC_001147.6	842817	843644	+	828	2
YOR279C	NC_001147.6	843698	844630	-	933	0
YOR280C	NC_001147.6	844992	845792	-	801	0
YOR281C	NC_001147.6	846269	847129	-	861	0
YOR283W	NC_001147.6	847453	848145	+	693	5
YOR284W	NC_001147.6	848478	849209	+	732	0
YOR285W	NC_001147.6	849635	850054	+	420	8
YOR286W	NC_001147.6	850280	850729	+	450	0
YOR287C	NC_001147.6	850937	851839	-	903	3
YOR288C	NC_001147.6	852121	853077	-	957	0
YOR289W	NC_001147.6	853357	854112	+	756	3
YNCO0029C	NC_001147.6	854187	854259	-	73	4
YOR290C	NC_001147.6	855147	860258	-	5112	0
YOR291W	NC_001147.6	861175	865593	+	4419	4
YOR292C	NC_001147.6	865653	866582	-	930	0
YOR293W	NC_001147.6;NC_001147.6	867098;867587	867149;867852	+;+	318	12
YOR293C-A	NC_001147.6	867998	868147	-	150	0
YOR294W	NC_001147.6	868340	868951	+	612	2
YOR295W	NC_001147.6	869208	869894	+	687	0
YOR296W	NC_001147.6	870202	874071	+	3870	0
YOR297C	NC_001147.6	874743	875321	-	579	0
YOR298W	NC_001147.6	875599	877038	+	1440	1
YOR298C-A	NC_001147.6	877230	877685	-	456	6
YOR299W	NC_001147.6	878435	880675	+	2241	1
YOR301W	NC_001147.6	880965	882272	+	1308	0
YOR302W	NC_001147.6	882765	882842	+	78	0
YOR303W	NC_001147.6	882899	884134	+	1236	1
YOR304W	NC_001147.6	884514	887876	+	3363	4
YOR304C-A	NC_001147.6	888520	888750	-	231	0
YOR305W	NC_001147.6	889022	889750	+	729	0
YOR306C	NC_001147.6	889867	891432	-	1566	3
YOR307C	NC_001147.6	892731	894092	-	1362	1
YOR308C	NC_001147.6	894624	896387	-	1764	0
YOR310C	NC_001147.6	896825	898360	-	1536	5
YOR311C	NC_001147.6	899056	899928	-	873	3
YOR312C	NC_001147.6;NC_001147.6	900250;901194	900767;901194	-;-	519	24
YOR313C	NC_001147.6	901858	902874	-	1017	0
YOR314W	NC_001147.6	903043	903372	+	330	0
YOR315W	NC_001147.6	904760	905800	+	1041	0
YOR316C	NC_001147.6	906236	907555	-	1320	2
YOR316C-A	NC_001147.6	907726	907935	-	210	0
YOR317W	NC_001147.6	909343	911445	+	2103	6
YOR319W	NC_001147.6	912822	913463	+	642	1
YOR320C	NC_001147.6	913619	915094	-	1476	2
YOR321W	NC_001147.6	916030	918291	+	2262	4
YOR322C	NC_001147.6	918606	921062	-	2457	2
YOR323C	NC_001147.6	921535	922905	-	1371	3
YOR324C	NC_001147.6	923232	925040	-	1809	3
YOR326W	NC_001147.6	925721	930445	+	4725	19
YOR327C	NC_001147.6	930734	931081	-	348	1
YOR328W	NC_001147.6	931803	936497	+	4695	2
YOR329C	NC_001147.6	936731	939349	-	2619	0
YOR330C	NC_001147.6	939621	943385	-	3765	2
YOR332W	NC_001147.6	943656	944357	+	702	4
YOR334W	NC_001147.6	944596	946008	+	1413	2
YOR335C	NC_001147.6	946233	949109	-	2877	17
YOR336W	NC_001147.6	949773	953870	+	4098	2
YOR337W	NC_001147.6	954344	956623	+	2280	1
YOR338W	NC_001147.6	956898	957989	+	1092	0
YOR339C	NC_001147.6	958362	958832	-	471	0
YOR340C	NC_001147.6	959202	960182	-	981	9
YOR341W	NC_001147.6	960987	965981	+	4995	22
YOR342C	NC_001147.6	966666	967625	-	960	0
YOR343C	NC_001147.6	968148	968474	-	327	0
YOR343W-B	NC_001147.6	970578	975891	+	5314	4
YOR343W-A	NC_001147.6	970578	971894	+	1317	0
YNCO0030W	NC_001147.6	976421	976493	+	73	0
YOR344C	NC_001147.6	977194	978069	-	876	0
YNCO0031W	NC_001147.6;NC_001147.6	980683;980752	980718;980787	+;+	72	3
YOR346W	NC_001147.6	981828	984785	+	2958	1
YOR347C	NC_001147.6	984942	986462	-	1521	0
YOR348C	NC_001147.6	986899	988782	-	1884	0
YOR349W	NC_001147.6	989789	992833	+	3045	1
YOR350C	NC_001147.6	992864	994855	-	1992	0
YOR351C	NC_001147.6	995018	996511	-	1494	0
YOR352W	NC_001147.6	997213	998244	+	1032	0
YOR353C	NC_001147.6	998453	1000828	-	2376	0
YOR354C	NC_001147.6	1001147	1003225	-	2079	2
YOR355W	NC_001147.6	1005137	1006705	+	1569	0
YOR356W	NC_001147.6	1007221	1009116	+	1896	1
YOR357C	NC_001147.6	1009224	1009712	-	489	4
YOR358W	NC_001147.6	1010161	1010889	+	729	0
YOR359W	NC_001147.6	1011189	1012760	+	1572	0
YOR360C	NC_001147.6	1013241	1014821	-	1581	4
YOR361C	NC_001147.6	1015361	1017652	-	2292	9
YOR362C	NC_001147.6	1017880	1018746	-	867	6
YOR363C	NC_001147.6	1020222	1023212	-	2991	1
YOR365C	NC_001147.6	1023461	1025572	-	2112	0
YOR367W	NC_001147.6	1026007	1026609	+	603	0
YOR368W	NC_001147.6	1026843	1028048	+	1206	0
YOR369C	NC_001147.6	1028194	1028625	-	432	155
YOR370C	NC_001147.6	1029183	1030994	-	1812	1
YOR371C	NC_001147.6	1031489	1034182	-	2694	0
YOR372C	NC_001147.6	1034807	1036471	-	1665	0
YOR373W	NC_001147.6	1036834	1039389	+	2556	0
YOR374W	NC_001147.6	1039840	1041399	+	1560	1
YOR375C	NC_001147.6	1041678	1043042	-	1365	19
